timestamp,value,__name__,container_label_bash,container_label_busybox,container_label_deb_list,container_label_glibc,container_label_io_buildah_version,container_label_pkg_list,id,image,instance,job,name
08:20:02.623,0.012999,/system.slice/docker-72f0ee1b81cba6947fcb44a5726ee9bc0ae28ec24e284cb2f8552ad823953055.scope,quay.io/biocontainers/fq:0.12.0--h9ee0642_0,cAdvisor,nxf-f80yd0E0RgEShnPeHFAqLPr9
08:20:03.123,0.012999,/system.slice/docker-72f0ee1b81cba6947fcb44a5726ee9bc0ae28ec24e284cb2f8552ad823953055.scope,quay.io/biocontainers/fq:0.12.0--h9ee0642_0,cAdvisor,nxf-f80yd0E0RgEShnPeHFAqLPr9
08:20:03.623,0.012999,/system.slice/docker-72f0ee1b81cba6947fcb44a5726ee9bc0ae28ec24e284cb2f8552ad823953055.scope,quay.io/biocontainers/fq:0.12.0--h9ee0642_0,cAdvisor,nxf-f80yd0E0RgEShnPeHFAqLPr9
08:20:04.123,0.012999,/system.slice/docker-72f0ee1b81cba6947fcb44a5726ee9bc0ae28ec24e284cb2f8552ad823953055.scope,quay.io/biocontainers/fq:0.12.0--h9ee0642_0,cAdvisor,nxf-f80yd0E0RgEShnPeHFAqLPr9
08:20:04.623,0.012999,/system.slice/docker-72f0ee1b81cba6947fcb44a5726ee9bc0ae28ec24e284cb2f8552ad823953055.scope,quay.io/biocontainers/fq:0.12.0--h9ee0642_0,cAdvisor,nxf-f80yd0E0RgEShnPeHFAqLPr9
08:20:05.123,0.012999,/system.slice/docker-72f0ee1b81cba6947fcb44a5726ee9bc0ae28ec24e284cb2f8552ad823953055.scope,quay.io/biocontainers/fq:0.12.0--h9ee0642_0,cAdvisor,nxf-f80yd0E0RgEShnPeHFAqLPr9
08:20:05.623,0.012999,/system.slice/docker-72f0ee1b81cba6947fcb44a5726ee9bc0ae28ec24e284cb2f8552ad823953055.scope,quay.io/biocontainers/fq:0.12.0--h9ee0642_0,cAdvisor,nxf-f80yd0E0RgEShnPeHFAqLPr9
08:20:06.123,0.012999,/system.slice/docker-72f0ee1b81cba6947fcb44a5726ee9bc0ae28ec24e284cb2f8552ad823953055.scope,quay.io/biocontainers/fq:0.12.0--h9ee0642_0,cAdvisor,nxf-f80yd0E0RgEShnPeHFAqLPr9
08:20:06.623,0.012999,/system.slice/docker-72f0ee1b81cba6947fcb44a5726ee9bc0ae28ec24e284cb2f8552ad823953055.scope,quay.io/biocontainers/fq:0.12.0--h9ee0642_0,cAdvisor,nxf-f80yd0E0RgEShnPeHFAqLPr9
08:20:07.123,0.012999,/system.slice/docker-72f0ee1b81cba6947fcb44a5726ee9bc0ae28ec24e284cb2f8552ad823953055.scope,quay.io/biocontainers/fq:0.12.0--h9ee0642_0,cAdvisor,nxf-f80yd0E0RgEShnPeHFAqLPr9
